Salesprice,Seller,Fueltype,Gearbox,Mileage,Year,Cartype,Drivetype,Horspower,Color,Brand,Modell,Region
67000,Privat,Diesel,Manuell,23 136,2 014,Kombi,Tvåhjulsdriven,105,Grå,Volkswagen,Golf,Skåne
278600,Företag,Diesel,Automat,11 600,2 021,Kombi,Fyrhjulsdriven,200,Svart,Volkswagen,Passat,Skåne
299900,Företag,El,Automat,11 000,2 022,SUV,Fyrhjulsdriven,300,Svart,Volkswagen,ID.4,Skåne
289000,Privat,Miljöbränsle/Hybrid,Automat,6 748,2 022,Halvkombi,Tvåhjulsdriven,245,Vit,Volkswagen,Golf,Skåne
130000,Privat,Bensin,Manuell,10 200,2 018,Halvkombi,Tvåhjulsdriven,111,Svart,Volkswagen,Golf,Skåne
69000,Privat,Diesel,Automat,21 500,2 013,Kombi,Fyrhjulsdriven,170,Silver,Volkswagen,Passat,Skåne
214900,Privat,Bensin,Automat,7 800,2 021,SUV,Tvåhjulsdriven,111,Grå,Volkswagen,T-CROSS,Skåne
85900,Privat,Bensin,Manuell,9 300,2 014,Halvkombi,Tvåhjulsdriven,86,Vit,Volkswagen,Polo,Skåne
115000,Privat,Miljöbränsle/Hybrid,Automat,44 127,2 018,Familjebuss,Tvåhjulsdriven,111,Svart,Volkswagen,Caddy,Skåne
144000,Företag,Bensin,Manuell,12 100,2 012,Cab,Tvåhjulsdriven,124,Vit,Volkswagen,Golf,Skåne
199000,Företag,Bensin,Automat,8 874,2 018,Kombi,Tvåhjulsdriven,151,Mörkgrå,Volkswagen,Golf,Skåne
184000,Företag,Bensin,Automat,12 000,2 018,SUV,Fyrhjulsdriven,183,Vit,Volkswagen,Golf,Skåne
199000,Företag,Bensin,Automat,11 383,2 018,SUV,Fyrhjulsdriven,150,Mörkröd,Volkswagen,Tiguan,Skåne
149900,Företag,Bensin,Automat,12 581,2 019,Kombi,Tvåhjulsdriven,116,Vit,Volkswagen,Golf,Skåne
144900,Företag,Diesel,Manuell,19 200,2 014,Familjebuss,Fyrhjulsdriven,141,Mörkblå,Volkswagen,Sharan,Skåne
110000,Privat,Diesel,Automat,19 174,2 013,Kombi,Fyrhjulsdriven,177,Silver,Volkswagen,Passat,Skåne
128800,Företag,Diesel,Automat,18 648,2 015,Kombi,,177,Silver,Volkswagen,Passat,Skåne
239700,Företag,Miljöbränsle/Hybrid,Automat,6 562,2 020,Halvkombi,Tvåhjulsdriven,204,Mörkgrå,Volkswagen,Golf,Skåne
174900,Företag,Diesel,Manuell,14 900,2 017,Familjebuss,Tvåhjulsdriven,150,Svart,Volkswagen,Touran,Skåne
289900,Företag,Bensin,Automat,5 800,2 020,SUV,Fyrhjulsdriven,192,Vit,Volkswagen,Tiguan,Skåne
69900,Företag,Bensin,Manuell,13 135,2 011,Kombi,Tvåhjulsdriven,123,Ljusbrun,Volkswagen,Golf,Skåne
119900,Företag,Diesel,Automat,17 514,2 012,Coupé,Fyrhjulsdriven,170,Vit,Volkswagen,Passat,Skåne
284900,Företag,Bensin,Automat,5 537,2 022,Kombi,Tvåhjulsdriven,151,Grå,Volkswagen,Passat,Skåne
174900,Företag,Diesel,Automat,14 600,2 014,SUV,Fyrhjulsdriven,177,Svart,Volkswagen,Tiguan,Skåne
229900,Företag,Miljöbränsle/Hybrid,Automat,8 099,2 019,Kombi,Tvåhjulsdriven,218,Svart,Volkswagen,Passat,Skåne
79900,Företag,Bensin,Manuell,6 513,2 016,Halvkombi,Tvåhjulsdriven,75,Silver,Volkswagen,UP,Skåne
74800,Företag,Diesel,Manuell,24 800,2 012,Sedan,Tvåhjulsdriven,141,Röd,Volkswagen,Passat,Skåne
52800,Företag,Bensin,Manuell,9 700,2 007,Halvkombi,Tvåhjulsdriven,141,Silver,Volkswagen,Golf,Skåne
179900,Företag,Diesel,Automat,12 664,2 015,Kombi,Tvåhjulsdriven,150,Vit,Volkswagen,Golf,Skåne
130000,Företag,Diesel,Automat,17 995,2 013,SUV,Fyrhjulsdriven,141,Vit,Volkswagen,Tiguan,Skåne
89900,Företag,Diesel,Automat,19 500,2 012,Kombi,Fyrhjulsdriven,170,Silver,Volkswagen,Passat,Skåne
159900,Företag,El,Automat,7 670,2 019,Halvkombi,Tvåhjulsdriven,136,Vit,Volkswagen,Golf,Skåne
154900,Företag,Diesel,Automat,20 432,2 017,Sedan,Tvåhjulsdriven,191,Vit,Volkswagen,Passat,Skåne
119900,Företag,Bensin,Manuell,14 672,2 009,Halvkombi,Tvåhjulsdriven,200,Vit,Volkswagen,Golf,Skåne
549900,Företag,Bensin,Automat,4 054,2 022,Familjebuss,Tvåhjulsdriven,218,Blå,Volkswagen,Multivan,Skåne
119900,Företag,Diesel,Automat,20 515,2 015,Halvkombi,Tvåhjulsdriven,105,Vit,Volkswagen,Golf,Skåne
169900,Företag,Diesel,Automat,9 168,2 016,Kombi,Tvåhjulsdriven,111,Vit,Volkswagen,Golf,Skåne
232900,Företag,Bensin,Automat,10 305,2 019,SUV,Fyrhjulsdriven,191,Grå,Volkswagen,Tiguan,Skåne
169590,Företag,Diesel,Automat,18 300,2 015,Sedan,Fyrhjulsdriven,240,Blå,Volkswagen,Passat,Skåne
90200,Företag,Diesel,Manuell,23 900,2 018,Kombi,Fyrhjulsdriven,150,Röd,Volkswagen,Golf,Skåne
249900,Företag,Diesel,Automat,12 294,2 018,SUV,Fyrhjulsdriven,191,Vit,Volkswagen,Tiguan,Skåne
38000,Privat,Bensin,Manuell,16 600,2 010,Kombi,,112,Grå,Volkswagen,Golf,Skåne
54800,Företag,Miljöbränsle/Hybrid,Automat,21 141,2 010,Familjebuss,Tvåhjulsdriven,150,Mörkblå,Volkswagen,Touran,Skåne
110000,Privat,Diesel,Automat,18 453,2 013,Kombi,Fyrhjulsdriven,177,Brun,Volkswagen,Passat,Skåne
309000,Företag,Miljöbränsle/Hybrid,Automat,10 629,2 021,SUV,Tvåhjulsdriven,245,Vit,Volkswagen,Tiguan,Skåne
138500,Privat,Bensin,Automat,16 700,2 018,Halvkombi,Tvåhjulsdriven,111,Vit,Volkswagen,Golf,Skåne
339000,Privat,Diesel,Automat,6 800,2 020,SUV,Tvåhjulsdriven,150,Svart,Volkswagen,Tiguan,Skåne
199700,Företag,Bensin,Automat,6 900,2 017,Kombi,Fyrhjulsdriven,180,Röd,Volkswagen,Golf,Skåne
264900,Företag,Diesel,Automat,14 410,2 021,Kombi,Fyrhjulsdriven,200,Silver,Volkswagen,Passat,Skåne
265000,Privat,Diesel,Automat,11 073,2 018,Kombi,Fyrhjulsdriven,241,Silver,Volkswagen,Passat,Skåne
259000,Företag,El,Automat,8 000,2 022,Halvkombi,Tvåhjulsdriven,207,Grå,Volkswagen,ID.3,Skåne
329900,Företag,El,Automat,8 812,2 022,SUV,Tvåhjulsdriven,207,Mörkgrå,Volkswagen,ID.4,Skåne
25000,Privat,Miljöbränsle/Hybrid,Manuell,21 166,2 007,Familjebuss,Tvåhjulsdriven,109,Vit,Volkswagen,Touran,Skåne
339900,Företag,El,Automat,4 114,2 022,SUV,Tvåhjulsdriven,207,Grå,Volkswagen,ID.4,Skåne
99900,Företag,Bensin,Manuell,14 275,2 014,Halvkombi,Tvåhjulsdriven,105,Vit,Volkswagen,Golf,Skåne
22900,Privat,Bensin,Manuell,22 790,2 004,Halvkombi,Tvåhjulsdriven,116,Svart,Volkswagen,Golf,Skåne
189900,Företag,Bensin,Manuell,2 967,2 022,SUV,Tvåhjulsdriven,96,Vit,Volkswagen,T-CROSS,Skåne
339900,Företag,El,Automat,4 769,2 022,SUV,Tvåhjulsdriven,207,Mörkgrå,Volkswagen,ID.4,Skåne
339000,Företag,Diesel,Automat,7 406,2 022,Kombi,Fyrhjulsdriven,203,Vit,Volkswagen,Passat,Skåne
212900,Företag,Bensin,Automat,5 649,2 020,SUV,Tvåhjulsdriven,117,Blå,Volkswagen,T-CROSS,Skåne
39900,Privat,Bensin,Automat,19 800,2 007,Kombi,Tvåhjulsdriven,150,Silver,Volkswagen,Passat,Skåne
209900,Företag,Bensin,Automat,17 500,2 017,Kombi,Fyrhjulsdriven,301,Svart,Volkswagen,Golf,Skåne
149900,Företag,Bensin,Manuell,8 280,2 018,Halvkombi,Tvåhjulsdriven,112,Silver,Volkswagen,Golf,Skåne
219000,Företag,Bensin,Manuell,5 290,2 022,SUV,Tvåhjulsdriven,112,Vit,Volkswagen,T-Roc,Skåne
279900,Företag,Diesel,Automat,9 600,2 017,SUV,Fyrhjulsdriven,191,Silver,Volkswagen,Tiguan,Skåne
279500,Företag,Miljöbränsle/Hybrid,Automat,12 100,2 021,Kombi,Tvåhjulsdriven,157,Vit,Volkswagen,Arteon,Skåne
678500,Företag,Miljöbränsle,Automat,4 171,2 022,SUV,Fyrhjulsdriven,340,Mörkblå,Volkswagen,Touareg,Skåne
139900,Företag,Bensin,Automat,17 999,2 013,Halvkombi,Tvåhjulsdriven,141,Silver,Volkswagen,Golf,Skåne
74900,Företag,Miljöbränsle/Hybrid,Manuell,15 100,2 016,Kombi,Tvåhjulsdriven,111,Grå,Volkswagen,Golf,Skåne
49900,Företag,Diesel,Manuell,29 034,2 012,Kombi,Tvåhjulsdriven,141,Svart,Volkswagen,Passat,Skåne
12500,Privat,Bensin,Manuell,19 680,2 004,Halvkombi,Tvåhjulsdriven,75,Silver,Volkswagen,Polo,Skåne
224900,Företag,Bensin,Manuell,2 392,2 022,SUV,Tvåhjulsdriven,112,Mörkgrå,Volkswagen,T-Roc,Skåne
172000,Företag,Diesel,Automat,13 185,2 017,Kombi,Tvåhjulsdriven,191,Silver,Volkswagen,Passat,Skåne
35000,Företag,Diesel,Manuell,19 700,2 004,Halvkombi,Tvåhjulsdriven,105,Blå,Volkswagen,Golf,Skåne
149500,Företag,Bensin,Manuell,15 900,2 018,Kombi,Tvåhjulsdriven,150,Svart,Volkswagen,Golf,Skåne
99900,Företag,Bensin,Manuell,18 505,2 014,Kombi,Tvåhjulsdriven,141,Vit,Volkswagen,Golf,Skåne
129900,Företag,Bensin,Manuell,4 985,2 016,Halvkombi,Tvåhjulsdriven,90,Svart,Volkswagen,Polo,Skåne
194500,Företag,Bensin,Automat,10 389,2 021,SUV,Tvåhjulsdriven,150,Svart,Volkswagen,T-Roc,Skåne
19900,Företag,Bensin,Manuell,25 031,2 006,Halvkombi,Fyrhjulsdriven,150,Silver,Volkswagen,Golf,Skåne
104900,Företag,Miljöbränsle/Hybrid,Manuell,9 657,2 014,Sedan,Tvåhjulsdriven,161,Silver,Volkswagen,Passat,Skåne
44900,Företag,Bensin,Manuell,14 927,2 008,Halvkombi,Tvåhjulsdriven,102,Svart,Volkswagen,Golf,Skåne
27000,Privat,Diesel,Automat,31 061,2 005,Kombi,Tvåhjulsdriven,131,Silver,Volkswagen,Passat,Skåne
179900,Företag,Diesel,Automat,19 900,2 018,Kombi,Fyrhjulsdriven,191,Mörkröd,Volkswagen,Passat,Skåne
47900,Företag,Bensin,Manuell,12 300,2 005,Halvkombi,Tvåhjulsdriven,102,Silver,Volkswagen,Golf,Skåne
214900,Företag,Diesel,Automat,11 389,2 018,Kombi,Fyrhjulsdriven,184,Röd,Volkswagen,Golf,Skåne
149900,Företag,Bensin,Automat,18 181,2 017,Kombi,Tvåhjulsdriven,150,Mörkgrå,Volkswagen,Passat,Skåne
44900,Företag,Diesel,Manuell,24919,2012,Kombi,Tvåhjulsdriven,105,Silver,Volkswagen,Golf,Värmland
69000,Företag,Diesel,Manuell,22800,2013,Kombi,Tvåhjulsdriven,142,Svart,Volkswagen,Passat,Värmland
199500,Företag,Bensin,Automat,10500,2019,Kombi,Tvåhjulsdriven,150,Vit,Volkswagen,Passat,Värmland
174500,Företag,Bensin,Manuell,4020,2021,Kombi,Tvåhjulsdriven,96,Vit,Volkswagen,T-CROSS,Värmland
189900,Företag,Miljöbränsle/Hybrid,Automat,13980,2018,Kombi,Tvåhjulsdriven,218,Blå,Volkswagen,Passat,Värmland
319900,Företag,El,Automat,7760,2021,SUV,Tvåhjulsdriven,204,Gul,Volkswagen,ID.4,Värmland
189900,Företag,Diesel,Automat,18230,2018,Kombi,Tvåhjulsdriven,191,Mörkröd,Volkswagen,Passat,Värmland
144900,Företag,Diesel,Manuell,17470,2012,Familjebuss,Fyrhjulsdriven,141,Grå,Volkswagen,Sharan,Värmland
204800,Företag,Bensin,Automat,13087,2020,Kombi,Tvåhjulsdriven,150,Svart,Volkswagen,Passat,Värmland
199700,Företag,Bensin,Manuell,6031,2021,Kombi,Tvåhjulsdriven,111,Vit,Volkswagen,Golf,Värmland
259500,Företag,Bensin,Automat,3355,2022,Kombi,Tvåhjulsdriven,131,Grå,Volkswagen,Golf,Värmland
249500,Företag,Bensin,Automat,8140,2020,SUV,Fyrhjulsdriven,191,Röd,Volkswagen,T-Roc,Värmland
259500,Företag,El,Automat,2770,2022,Kombi,Tvåhjulsdriven,204,Grå,Volkswagen,ID.3,Värmland
174900,Företag,Diesel,Automat,20100,2018,Kombi,Fyrhjulsdriven,191,Vit,Volkswagen,Passat,Värmland
35000,Privat,Bensin,Manuell,10317,2001,Halvkombi,Tvåhjulsdriven,105,Silver,Volkswagen,Golf,Värmland
105000,Privat,Bensin,Manuell,7327,2017,Halvkombi,Tvåhjulsdriven,90,Vit,Volkswagen,Polo,Värmland
65000,Företag,Miljöbränsle/Hybrid,Manuell,27600,2014,Halvkombi,Tvåhjulsdriven,123,Svart,Volkswagen,Golf,Värmland
164000,Privat,Diesel,Automat,16950,2017,Kombi,,,,Volkswagen,Golf,Värmland
14500,Privat,Bensin,Manuell,27266,2006,Kombi,Tvåhjulsdriven,150,Blå,Volkswagen,Passat,Värmland
168000,Privat,Bensin,Automat,5333,2020,Halvkombi,Tvåhjulsdriven,96,Silver,Volkswagen,Polo,Värmland
185000,Privat,Bensin,Automat,7367,2019,SUV,Tvåhjulsdriven,116,Silver,Volkswagen,T-CROSS,Värmland
119000,Privat,Diesel,Manuell,17000,2012,SUV,Fyrhjulsdriven,141,Svart,Volkswagen,Tiguan,Värmland
49500,Privat,Miljöbränsle/Hybrid,Manuell,19450,2010,Halvkombi,Tvåhjulsdriven,102,Grå,Volkswagen,Golf,Värmland
139500,Företag,Bensin,Automat,16700,2019,Kombi,Tvåhjulsdriven,116,Silver,Volkswagen,Golf,Värmland
209500,Företag,Miljöbränsle/Hybrid,Automat,10230,2020,Kombi,Tvåhjulsdriven,150,Grå,Volkswagen,Golf,Värmland
49000,Privat,Diesel,Manuell,28876,2012,Kombi,Tvåhjulsdriven,170,Vit,Volkswagen,Passat,Värmland
115000,Företag,Bensin,Manuell,10000,2015,Halvkombi,Tvåhjulsdriven,105,Röd,Volkswagen,Golf,Värmland
15900,Privat,Bensin,Manuell,16000,2006,Halvkombi,,,,Volkswagen,Passat,Värmland
81000,Privat,Bensin,Automat,12980,2010,Halvkombi,Tvåhjulsdriven,105,Röd,Volkswagen,Polo,Värmland
89000,Privat,Bensin,Manuell,11484,2010,Halvkombi,Tvåhjulsdriven,123,Svart,Volkswagen,Golf,Värmland
119900,Företag,Diesel,Automat,17400,2014,Kombi,Fyrhjulsdriven,177,Vit,Volkswagen,Passat,Värmland
49898,Företag,Bensin,Manuell,7184,2000,Halvkombi,Tvåhjulsdriven,101,Grön,Volkswagen,Golf,Värmland
49900,Företag,Miljöbränsle/Hybrid,Manuell,19969,2010,Halvkombi,Tvåhjulsdriven,102,Grå,Volkswagen,Golf,Värmland
222700,Företag,Bensin,Automat,11745,2021,Kombi,Tvåhjulsdriven,150,Vit,Volkswagen,Passat,Värmland
204900,Företag,Diesel,Automat,14692,2017,SUV,Fyrhjulsdriven,191,Silver,Volkswagen,Tiguan,Värmland
110000,Privat,Diesel,Automat,24617,2015,Kombi,Tvåhjulsdriven,150,Silver,Volkswagen,Golf,Värmland
178800,Företag,Diesel,Automat,17450,2017,Kombi,Fyrhjulsdriven,240,Vit,Volkswagen,Passat,Värmland
149000,Privat,Diesel,Manuell,18400,2017,Kombi,Tvåhjulsdriven,191,Vit,Volkswagen,Passat,Värmland
99500,Företag,Bensin,Manuell,15817,2014,Kombi,Tvåhjulsdriven,105,Svart,Volkswagen,Golf,Värmland
189900,Företag,Bensin,Manuell,16500,2016,Halvkombi,Fyrhjulsdriven,301,Svart,Volkswagen,Golf,Värmland
269500,Företag,El,Automat,4540,2021,Kombi,Tvåhjulsdriven,204,Mörkgrå,Volkswagen,ID.3,Värmland
209800,Företag,Diesel,Automat,17256,2017,SUV,Fyrhjulsdriven,191,Vit,Volkswagen,Tiguan,Värmland
289500,Företag,Miljöbränsle/Hybrid,Automat,11230,2021,Kombi,Tvåhjulsdriven,157,Svart,Volkswagen,Arteon,Värmland
119500,Företag,Diesel,Automat,20598,2014,Kombi,Fyrhjulsdriven,177,Vit,Volkswagen,Passat,Värmland
55000,Privat,Miljöbränsle/Hybrid,Manuell,13800,2012,Familjebuss,Tvåhjulsdriven,150,Blå,Volkswagen,Touran,Värmland
289500,Företag,Bensin,Automat,2710,2021,SUV,Tvåhjulsdriven,150,Vit,Volkswagen,Tiguan,Värmland
110000,Företag,Diesel,Automat,23143,2015,Familjebuss,Tvåhjulsdriven,177,Vit,Volkswagen,Touran,Värmland
99900,Företag,Bensin,Manuell,18898,2014,Halvkombi,Tvåhjulsdriven,141,Svart,Volkswagen,Golf,Värmland
109900,Företag,Diesel,Manuell,22277,2010,Halvkombi,Tvåhjulsdriven,170,Svart,Volkswagen,Golf,Värmland
78500,Privat,Bensin,Manuell,14588,2006,Cab,Tvåhjulsdriven,150,Svart,Volkswagen,Eos,Värmland
269600,Företag,Bensin,Automat,10153,2018,SUV,Fyrhjulsdriven,180,Vit,Volkswagen,Tiguan Allspace,Värmland
219900,Företag,Bensin,Automat,15700,2014,Halvkombi,Fyrhjulsdriven,301,Vit,Volkswagen,Golf,Värmland
55000,Företag,Diesel,Manuell,19700,2011,Halvkombi,Tvåhjulsdriven,105,Silver,Volkswagen,Golf,Värmland
139900,Företag,Bensin,Manuell,5600,2018,Halvkombi,Tvåhjulsdriven,96,Röd,Volkswagen,Polo,Värmland
115000,Företag,Diesel,Automat,21800,2015,Kombi,Tvåhjulsdriven,150,Svart,Volkswagen,Golf,Värmland
89900,Företag,Bensin,Manuell,20000,2014,Halvkombi,Tvåhjulsdriven,105,Röd,Volkswagen,Golf,Värmland
105000,Privat,Diesel,Automat,19385,2014,Kombi,Fyrhjulsdriven,177,Silver,Volkswagen,Passat,Värmland
189000,Privat,Bensin,Automat,12380,2019,Halvkombi,Tvåhjulsdriven,150,Grå,Volkswagen,Golf,Värmland
208000,Privat,Miljöbränsle/Hybrid,Automat,12500,2020,Kombi,Tvåhjulsdriven,218,Blå,Volkswagen,Passat,Värmland
59900,Företag,Miljöbränsle/Hybrid,Manuell,19937,2012,Halvkombi,Tvåhjulsdriven,102,Brun,Volkswagen,Golf,Värmland
269000,Företag,Bensin,Automat,9182,2022,SUV,Tvåhjulsdriven,151,Grå,Volkswagen,Tiguan,Värmland
259000,Företag,Diesel,Automat,10929,2019,SUV,Fyrhjulsdriven,192,Svart,Volkswagen,Tiguan,Värmland
129900,Företag,Bensin,Manuell,13149,2015,SUV,Fyrhjulsdriven,161,Brun,Volkswagen,Tiguan,Värmland
159500,Företag,Diesel,Automat,17900,2016,SUV,Fyrhjulsdriven,184,Vit,Volkswagen,Tiguan,Värmland
165000,Företag,Diesel,Automat,13598,2015,SUV,Fyrhjulsdriven,177,Grå,Volkswagen,Tiguan,Värmland
69900,Företag,Diesel,Manuell,26902,2013,Familjebuss,Tvåhjulsdriven,102,Vit,Volkswagen,Caddy,Värmland
17500,Företag,Bensin,Manuell,24000,2003,Halvkombi,Tvåhjulsdriven,105,Brun,Volkswagen,Golf,Värmland
269000,Företag,Miljöbränsle/Hybrid,Automat,8060,2022,Kombi,Tvåhjulsdriven,157,Vit,Volkswagen,Passat,Värmland
204500,Företag,Miljöbränsle/Hybrid,Automat,9045,2020,Kombi,Tvåhjulsdriven,150,Vit,Volkswagen,Golf,Värmland
219500,Företag,Miljöbränsle/Hybrid,Automat,8095,2020,Kombi,Tvåhjulsdriven,150,Vit,Volkswagen,Golf,Värmland
269500,Företag,El,Automat,1980,2022,Kombi,Tvåhjulsdriven,204,Vit,Volkswagen,ID.3,Värmland
194500,Företag,Bensin,Manuell,5430,2021,SUV,Tvåhjulsdriven,111,Röd,Volkswagen,T-Roc,Värmland
53000,Företag,Diesel,Automat,21500,2008,Sedan,Tvåhjulsdriven,131,Silver,Volkswagen,Transporter,Värmland
279500,Företag,Bensin,Automat,4776,2022,SUV,Tvåhjulsdriven,150,Vit,Volkswagen,Tiguan,Värmland
359500,Företag,Diesel,Automat,7900,2021,SUV,Fyrhjulsdriven,200,Silver,Volkswagen,Tiguan,Värmland
135000,Företag,Diesel,Manuell,7450,2016,Halvkombi,Tvåhjulsdriven,111,Vit,Volkswagen,Golf,Värmland
45000,Företag,Bensin,Manuell,12100,2009,Halvkombi,Tvåhjulsdriven,81,Silver,Volkswagen,Polo,Värmland
214900,Företag,Bensin,Automat,10070,2020,Halvkombi,Tvåhjulsdriven,150,Grå,Volkswagen,Golf,Värmland
184500,Företag,Bensin,Manuell,2895,2022,SUV,Tvåhjulsdriven,96,Grå,Volkswagen,T-CROSS,Värmland
159900,Företag,Diesel,Automat,19400,2016,SUV,Fyrhjulsdriven,184,Silver,Volkswagen,Tiguan,Värmland
170000,Privat,Diesel,Manuell,12426,2016,Kombi,Fyrhjulsdriven,150,Svart,Volkswagen,Passat,Värmland
199900,Företag,Miljöbränsle/Hybrid,Automat,16264,2020,Kombi,Tvåhjulsdriven,218,Silver,Volkswagen,Passat,Värmland
189900,Företag,Bensin,Automat,15000,2016,Familjebuss,Tvåhjulsdriven,150,Grå,Volkswagen,Touran,Värmland
149900,Företag,Diesel,Manuell,19260,2018,Kombi,Tvåhjulsdriven,150,Vit,Volkswagen,Passat,Värmland
179900,Företag,Miljöbränsle/Hybrid,Automat,15500,2018,Kombi,Tvåhjulsdriven,218,Vit,Volkswagen,Passat,Värmland
125000,Privat,Diesel,Automat,15965,2015,Familjebuss,Tvåhjulsdriven,102,Vit,Volkswagen,Caddy,Värmland
115000,Företag,Miljöbränsle/Hybrid,Automat,19998,2017,Familjebuss,Tvåhjulsdriven,111,Vit,Volkswagen,Caddy,Värmland
209500,Företag,Bensin,Automat,14900,2017,SUV,Fyrhjulsdriven,180,Vit,Volkswagen,Tiguan,Värmland
34000,Privat,Bensin,Manuell,12658,2001,Sedan,Tvåhjulsdriven,116,Silver,Volkswagen,Passat,Värmland
129000,Privat,Bensin,Automat,14600,2016,Kombi,Tvåhjulsdriven,111,Vit,Volkswagen,Golf,Värmland
109900,Företag,Bensin,Manuell,17300,2015,Halvkombi,Tvåhjulsdriven,111,Svart,Volkswagen,Golf,Värmland
7000,Privat,Bensin,Manuell,37419,2002,Kombi,Tvåhjulsdriven,105,Grön,Volkswagen,Golf,Värmland
189000,Företag,Diesel,Automat,13200,2018,Kombi,Tvåhjulsdriven,151,Röd,Volkswagen,Passat,Värmland
134000,Företag,Bensin,Automat,16914,2015,Halvkombi,Tvåhjulsdriven,141,Vit,Volkswagen,Golf,Värmland
165000,Företag,Miljöbränsle/Hybrid,Automat,16200,2017,Kombi,Tvåhjulsdriven,218,Svart,Volkswagen,Passat,Värmland
184500,Företag,Bensin,Automat,5800,2019,Halvkombi,Tvåhjulsdriven,116,Vit,Volkswagen,Golf,Värmland
219000,Privat,Diesel,Automat,22803,2018,SUV,Fyrhjulsdriven,191,Vit,Volkswagen,Tiguan,Värmland
120000,Privat,Diesel,Manuell,32925,2015,Kombi,Tvåhjulsdriven,150,Silver,Volkswagen,Passat,Värmland
39900,Privat,Bensin,Manuell,19678,2011,Kombi,Tvåhjulsdriven,123,Blå,Volkswagen,Golf,Värmland
109900,Företag,Bensin,Manuell,14100,2015,Halvkombi,Tvåhjulsdriven,105,Svart,Volkswagen,Golf,Värmland
164800,Företag,Bensin,Automat,13326,2017,SUV,Fyrhjulsdriven,183,Silver,Volkswagen,Golf,Jönköping
199500,Företag,Bensin,Manuell,3999,2021,SUV,Tvåhjulsdriven,112,Röd,Volkswagen,T-Roc,Jönköping
274900,Företag,Miljöbränsle/Hybrid,Automat,8489,2022,Kombi,Tvåhjulsdriven,218,Vit,Volkswagen,Passat,Jönköping
198500,Företag,Bensin,Manuell,4764,2021,SUV,Tvåhjulsdriven,112,Grå,Volkswagen,T-Roc,Jönköping
459900,Företag,Diesel,Manuell,14460,2018,Familjebuss,Fyrhjulsdriven,150,Vit,Volkswagen,california,Jönköping
135000,Privat,Bensin,Manuell,16395,2013,Cab,Tvåhjulsdriven,105,Svart,Volkswagen,Beetle,Jönköping
35000,Privat,Diesel,Manuell,27859,2009,Kombi,Fyrhjulsdriven,141,Brun,Volkswagen,Passat,Jönköping
219900,Företag,Diesel,Automat,13700,2019,SUV,Fyrhjulsdriven,151,Röd,Volkswagen,Tiguan,Jönköping
120000,Privat,Bensin,Automat,21031,2012,Halvkombi,Tvåhjulsdriven,211,Vit,Volkswagen,Golf,Jönköping
319900,Företag,Diesel,Automat,14000,2020,SUV,Fyrhjulsdriven,192,Svart,Volkswagen,Tiguan,Jönköping
69000,Privat,Miljöbränsle/Hybrid,Automat,21440,2013,Sedan,Tvåhjulsdriven,150,Grå,Volkswagen,Passat,Jönköping
164800,Företag,Diesel,Automat,18452,2016,Kombi,Fyrhjulsdriven,191,Ljusbrun,Volkswagen,Passat,Jönköping
119900,Företag,Diesel,Manuell,10881,2016,Familjebuss,Tvåhjulsdriven,102,Vit,Volkswagen,Caddy,Jönköping
225000,Företag,Bensin,Manuell,1250,2022,SUV,Tvåhjulsdriven,112,Mörkblå,Volkswagen,T-Roc,Jönköping
374500,Företag,Diesel,Automat,3400,2020,SUV,Fyrhjulsdriven,192,Mörkgrå,Volkswagen,Tiguan,Jönköping
279900,Företag,Bensin,Automat,3760,2021,SUV,Tvåhjulsdriven,151,Blå,Volkswagen,Tiguan,Jönköping
399900,Företag,Diesel,Automat,19700,2019,SUV,Fyrhjulsdriven,290,Svart,Volkswagen,Touareg,Jönköping
79500,Privat,Bensin,Manuell,21132,2014,Halvkombi,Tvåhjulsdriven,105,Silver,Volkswagen,Golf,Jönköping
239500,Företag,Diesel,Automat,13800,2018,SUV,Fyrhjulsdriven,191,Vit,Volkswagen,Tiguan,Jönköping
12000,Privat,Bensin,Manuell,24093,2005,Halvkombi,Tvåhjulsdriven,75,Röd,Volkswagen,Polo,Jönköping
218000,Företag,Miljöbränsle/Hybrid,Automat,12592,2021,Kombi,Tvåhjulsdriven,157,Vit,Volkswagen,Passat,Jönköping
189900,Företag,Bensin,Automat,11200,2019,Halvkombi,Tvåhjulsdriven,151,Vit,Volkswagen,Golf,Jönköping
25000,Privat,Diesel,Manuell,25803,2010,Kombi,Fyrhjulsdriven,141,Svart,Volkswagen,Passat,Jönköping
100000,Privat,Bensin,Automat,17900,2010,Coupé,Tvåhjulsdriven,200,Grå,Volkswagen,Passat,Jönköping
299000,Företag,Miljöbränsle/Hybrid,Automat,5586,2022,Kombi,Tvåhjulsdriven,218,Vit,Volkswagen,Passat,Jönköping
169900,Företag,Bensin,Automat,17998,2010,Halvkombi,,266,Svart,Volkswagen,Scirocco,Jönköping
212700,Företag,Bensin,Automat,14672,2018,SUV,Fyrhjulsdriven,191,Vit,Volkswagen,T-Roc,Jönköping
248800,Företag,Diesel,Automat,11389,2019,SUV,Fyrhjulsdriven,150,Grå,Volkswagen,Tiguan,Jönköping
11500,Privat,Bensin,Manuell,26064,2000,Halvkombi,Tvåhjulsdriven,101,Röd,Volkswagen,Golf,Jönköping
